title,Journal.URL,URL.in.DOAJ,When.did.the.journal.start.to.publish.all.content.using.an.open.license.,Alternative.title,Journal.ISSN..print.version.,Journal.EISSN..online.version.,Keywords,language,Publisher,country,Society.or.institution,Country.of.society.or.institution,license,License.attributes,URL.for.license.terms,Machine.readable.CC.licensing.information.embedded.or.displayed.in.articles,URL.to.an.example.page.with.embedded.licensing.information,Author.holds.copyright.without.restrictions,Copyright.information.URL,Review,Review.process.information.URL,Journal.plagiarism.screening.policy,Plagiarism.information.URL,URL.for.journal.s.aims...scope,URL.for.the.Editorial.Board.page,URL.for.journal.s.instructions.for.authors,Average.number.of.weeks.between.article.submission.and.publication,APC,APC.information.URL,APC.amount,Journal.waiver.policy..for.developing.country.authors.etc.,Waiver.policy.information.URL,Has.other.fees,Other.fees.information.URL,Preservation.Services,Preservation.Service..national.library,Preservation.information.URL,Deposit.policy.directory,URL.for.deposit.policy,Persistent.article.identifiers,Article.metadata.includes.ORCIDs,Journal.complies.with.I4OC.standards.for.open.citations,Does.the.journal.comply.to.DOAJ.s.definition.of.open.access.,URL.for.journal.s.Open.Access.statement,Continues,Continued.By,LCC.Codes,Subjects,DOAJ.Seal,Added.on.Date,Last.updated.Date,Number.of.Article.Records,Most.Recent.Article.Added
"Revista de Investigación, Desarrollo e Innovación",http://revistas.uptc.edu.co/revistas/index.php/investigacion_duitama,https://doaj.org/toc/7a06912f80414c24a0eea37d35c54bd5,2010,,2027-8306,2389-9417,"innovation, design, management, research, engineering, industrial",Spanish,Universidad Pedagógica y Tecnológica de Colombia,Colombia,,,CC BY,,http://revistas.uptc.edu.co/revistas/index.php/investigacion_duitama/about/submissions#copyrightNotice,,,No,,Double blind peer review,http://revistas.uptc.edu.co/revistas/index.php/investigacion_duitama/about/editorialPolicies#peerReviewProcess,No,,http://revistas.uptc.edu.co/revistas/index.php/investigacion_duitama/about/editorialPolicies#focusAndScope,http://uptc.metarevistas.org/index.php/investigacion_duitama/about/editorialTeam,http://revistas.uptc.edu.co/revistas/index.php/investigacion_duitama/about/submissions#authorGuidelines,14,No,http://revistas.uptc.edu.co/revistas/index.php/investigacion_duitama/about/submissions#authorGuidelines,,No,,No,http://revistas.uptc.edu.co/revistas/index.php/investigacion_duitama/about/submissions#authorGuidelines,,,,,,DOI,,,Yes,http://revistas.uptc.edu.co/revistas/index.php/investigacion_duitama/about/editorialPolicies#openAccessPolicy,,,H|HD28-9999|HD28-70|HD45-45.2,Social Sciences: Industries. Land use. Labor: Management. Industrial management: Technological innovations. Automation,No,2017-04-03T13:06:30Z,2017-04-03T13:06:30Z,266,2022-12-28T13:00:16Z
Colombia Forense,http://colombiaforense.ucc.edu.co,https://doaj.org/toc/22b3ce35503d4ca7a15190c7b08c2c8a,2015,,2145-0684,2145-9649,"legal medicine, forensic sciences, pathology, criminology, forensic odontology, human rights",Spanish,Universidad Cooperativa de Colombia,Colombia,"Universidad Cooperativa de Colombia, Instituto Nacional de Medicina Legal y Ciencias Forenses",,CC BY-NC-ND,,https://revistas.ucc.edu.co/index.php/ml/about/editorialPolicies#custom-1,,,No,,Double blind peer review,https://revistas.ucc.edu.co/index.php/ml/about/editorialPolicies#peerReviewProcess,No,,https://revistas.ucc.edu.co/index.php/ml/about/editorialPolicies#focusAndScope,https://revistas.ucc.edu.co/index.php/ml/about/editorialTeam,https://revistas.ucc.edu.co/index.php/ml/about/editorialPolicies#custom-0,12,No,https://revistas.ucc.edu.co/index.php/ml/about/editorialPolicies#custom-3,,No,,No,https://revistas.ucc.edu.co/index.php/ml/about/editorialPolicies#custom-3,Portico,,https://revistas.ucc.edu.co/index.php/ml/about/editorialPolicies#archiving,,,,,,Yes,https://revistas.ucc.edu.co/index.php/ml/about/editorialPolicies#openAccessPolicy,,,RA1-1270|HV1-9960,Medicine: Public aspects of medicine | Social Sciences: Social pathology. Social and public welfare. Criminology,No,2017-11-24T20:53:46Z,2018-06-12T11:37:25Z,0,
HISTOReLo: Revista de Historia Regional y Local,http://www.revistas.unal.edu.co/index.php/historelo,https://doaj.org/toc/b404f727bddc4b53a616289d4d0c6da4,2009,HISTOReLo,,2145-132X,"local history, regional history, colombian history","English, Spanish, Portuguese",Universidad Nacional de Colombia,Colombia,Universidad Nacional de Colombia,,CC BY-NC-ND,,http://www.revistas.unal.edu.co/index.php/historelo/about/submissions#copyrightNotice,,,No,http://www.revistas.unal.edu.co/index.php/historelo/about/submissions#copyrightNotice,Peer review,http://www.revistas.unal.edu.co/index.php/historelo/about/editorialPolicies#peerReviewProcess,No,,http://www.revistas.unal.edu.co/index.php/historelo/about/editorialPolicies#focusAndScope,http://www.revistas.unal.edu.co/index.php/historelo/about/displayMembership/73,http://www.revistas.unal.edu.co/index.php/historelo/about/submissions#authorGuidelines,5,No,http://www.revistas.unal.edu.co/index.php/historelo/index,,No,,No,http://www.revistas.unal.edu.co/index.php/historelo/index,,,http://www.revistas.unal.edu.co/index.php/historelo/about/editorialPolicies#archiving,,,DOI,,,Yes,http://www.revistas.unal.edu.co/index.php/historelo/index,,,F1201-3799,History America: Latin America. Spanish America,No,2011-01-18T08:28:47Z,2017-11-24T21:12:07Z,365,2022-12-13T03:12:25Z
Signos,https://revistas.usantotomas.edu.co/index.php/signos/index,https://doaj.org/toc/2bbbf92ed0e94ed298276274fa3636fd,2009,Signos - Investigación en Sistemas de Gestión,2145-1389,,"quality, social responsibility, administration, management systems",Spanish,Universidad Santo Tomás,Colombia,,,CC BY-SA,,https://revistas.usantotomas.edu.co/index.php/signos/about/submissions#copyrightNotice,,,No,,Double blind peer review,https://revistas.usantotomas.edu.co/index.php/signos/about/editorialPolicies#peerReviewProcess,No,,https://revistas.usantotomas.edu.co/index.php/signos/about/editorialPolicies#focusAndScope,https://revistas.usantotomas.edu.co/index.php/signos/about/editorialTeam,https://revistas.usantotomas.edu.co/index.php/signos/about/submissions#authorGuidelines,20,No,https://revistas.usantotomas.edu.co/index.php/signos/about/editorialPolicies#custom-1,,No,,No,https://revistas.usantotomas.edu.co/index.php/signos/about/editorialPolicies#custom-1,,,,,,DOI,,,Yes,https://revistas.usantotomas.edu.co/index.php/signos/about/editorialPolicies#openAccessPolicy,,,HF5001-6182,Social Sciences: Commerce: Business,No,2019-03-28T03:41:47Z,2019-08-30T10:04:24Z,188,2019-03-28T13:35:47Z
"Comunicación, Cultura y Política",https://journal.universidadean.edu.co/index.php/revistai/index,https://doaj.org/toc/304f35d31eda4185a8d6c73860aa029d,2009,,2145-1494,2745-2697,"cultural management, creative economy, cultural policies, creative policies, cultural heritage, cultural tourism","Spanish, English ",Universidad Ean,Colombia,,,CC BY-NC-ND,,https://journal.universidadean.edu.co/index.php/revistai/about#openAccessPolicy,Yes,https://journal.universidadean.edu.co/index.php/revistai/article/view/2637/2079,Yes,https://journal.universidadean.edu.co/index.php/revistai/about#copyrightPolicy,Double blind peer review,https://journal.universidadean.edu.co/index.php/revistai/about#peerReviewProcess,Yes,https://journal.universidadean.edu.co/index.php/revistai/about#aboutplagiarism,https://journal.universidadean.edu.co/index.php/revistai/about#focusAndScope,https://journal.universidadean.edu.co/index.php/revistai/about/editorialTeam,https://journal.universidadean.edu.co/index.php/revistai/about/submissions,15,No,https://journal.universidadean.edu.co/index.php/revistai/about#openAccessPolicy,,No,,No,,,,,Sitio propio de la revista - Política de preservación de archivos digitales,https://journal.universidadean.edu.co/index.php/revistai/about#openAccessPolicy,DOI,Yes,No,Yes,https://journal.universidadean.edu.co/index.php/revistai/about#openAccessPolicy,,,H,Social Sciences,No,2021-10-21T09:44:56Z,2021-10-21T09:44:56Z,10,2022-05-20T23:35:37Z
Revista Digital de Derecho Administrativo,http://www.uexternado.edu.co/derechoadministrativo,https://doaj.org/toc/8c7ddd048fa04b65b9d235c78273896e,2009,,,2145-2946,"administrative law, contract law",Spanish,Universidad Externado de Colombia,Colombia,,,CC BY-NC-SA,,https://revistas.uexternado.edu.co/index.php/Deradm/information/authors,,,Yes,https://revistas.uexternado.edu.co/index.php/Deradm/information/authors,Double blind peer review,https://revistas.uexternado.edu.co/index.php/Deradm/about,No,,https://revistas.uexternado.edu.co/index.php/Deradm/about,https://revistas.uexternado.edu.co/index.php/Deradm/about/editorialTeam,https://revistas.uexternado.edu.co/index.php/Deradm/information/authors,20,No,https://revistas.uexternado.edu.co/index.php/Deradm/information/authors,,No,,No,https://revistas.uexternado.edu.co/index.php/Deradm/information/authors,,,,Sherpa/Romeo,,DOI,,,Yes,https://revistas.uexternado.edu.co/index.php/Deradm/about,,,K3150,Law: Law in general. Comparative and uniform law. Jurisprudence: Comparative law. International uniform law: Public law,No,2014-05-06T14:30:07Z,2018-09-17T12:54:43Z,495,2022-11-29T21:03:14Z
Lámpsakos,http://revistas.ucatolicaluisamigo.edu.co/index.php/lampsakos/index,https://doaj.org/toc/2f4fbef0eb2f4abeb4cbde4c45368823,2009,Lampsakos Journal of Engineering,,2145-4086,"science, engineering, technology","Spanish, English",Universidad Católica Luis Amigó,Colombia,,,CC BY-NC-SA,,http://revistas.ucatolicaluisamigo.edu.co/index.php/lampsakos/about,Yes,http://revistas.ucatolicaluisamigo.edu.co/index.php/lampsakos/article/view/4042/3182,No,http://revistas.ucatolicaluisamigo.edu.co/index.php/lampsakos/about/privacy,Double blind peer review,http://revistas.ucatolicaluisamigo.edu.co/index.php/lampsakos/Procesodeevaluacion,No,,http://revistas.ucatolicaluisamigo.edu.co/index.php/lampsakos/PATH,http://revistas.ucatolicaluisamigo.edu.co/index.php/lampsakos/about/editorialTeam,http://revistas.ucatolicaluisamigo.edu.co/index.php/lampsakos/about/submissions,12,No,http://revistas.ucatolicaluisamigo.edu.co/index.php/lampsakos/about,,No,,No,,,,,Sherpa/Romeo,https://v2.sherpa.ac.uk/id/publication/27493,DOI,Yes,No,Yes,http://revistas.ucatolicaluisamigo.edu.co/index.php/lampsakos/about,,,T|TA1-2040,Technology: Engineering (General). Civil engineering (General),No,2011-02-23T10:38:31Z,2021-12-20T09:50:25Z,197,2020-07-30T20:42:42Z
Trilogía Ciencia Tecnología Sociedad,http://trilogia.itm.edu.co,https://doaj.org/toc/de4c6e08d9554215939d9b23fbe8941b,2009,,2145-4426,2145-7778,"science, innovation, society, technology","Spanish, English",Instituto Tecnológico Metropolitano - ITM,Colombia,Instituto Tecnológico Metropolitano - ITM,,CC BY-NC-SA,,https://revistas.itm.edu.co/index.php/trilogia/da,,,Yes,https://revistas.itm.edu.co/index.php/trilogia/about,Double blind peer review,https://revistas.itm.edu.co/index.php/trilogia/pe,No,,https://revistas.itm.edu.co/index.php/trilogia/about,https://revistas.itm.edu.co/index.php/trilogia/about/editorialTeam,https://revistas.itm.edu.co/index.php/trilogia/guia_articulo,24,No,https://revistas.itm.edu.co/index.php/trilogia/about,,No,,No,,,,,Sherpa/Romeo,,DOI,,,Yes,https://revistas.itm.edu.co/index.php/trilogia/about,,,T1-995|H1-99,Technology: Technology (General) | Social Sciences: Social sciences (General),No,2018-09-18T18:11:54Z,2022-04-01T13:00:55Z,246,2022-08-29T20:59:25Z
Revista de Economía del Rosario,http://revistas.urosario.edu.co/index.php/economia/index,https://doaj.org/toc/1e0204d5fddf41279b7ef939e4861eab,1998,,2145-454X,0123-5362,"economy, policy implications","Spanish, English",Universidad del Rosario,Colombia,,,CC BY-NC,,http://revistas.urosario.edu.co/index.php/economia/about/submissions#copyrightNotice,,,No,https://revistas.urosario.edu.co/index.php/economia/about/submissions,Double blind peer review,https://revistas.urosario.edu.co/index.php/economia/about,Yes,https://revistas.urosario.edu.co/index.php/economia/about,https://revistas.urosario.edu.co/index.php/economia/about,https://revistas.urosario.edu.co/index.php/economia/about/editorialTeam,https://revistas.urosario.edu.co/index.php/economia/about/submissions,12,No,http://revistas.urosario.edu.co/index.php/index,,No,,No,,,,,,,DOI,No,No,Yes,https://revistas.urosario.edu.co/index.php/economia/about,,,HB71-74,Social Sciences: Economic theory. Demography: Economics as a science,No,2015-10-27T12:28:45Z,2021-08-24T07:29:51Z,214,2022-03-23T14:59:09Z
Gondola,http://revistas.udistrital.edu.co/ojs/index.php/GDLA/index,https://doaj.org/toc/6cb27af1aa15430484b910967f7ec5a5,2006,,2145-4981,,"science education, natural sciences education, mathematics education, learning processes","Spanish, Portuguese",Universidad Distrital Francisco José de Caldas,Colombia,"Universidad Distrital Francisco José de Caldas, Grupo de Investigación Enseñanza y Aprendizaje de la Física Universidad Distrital",,CC BY-NC-ND,,http://revistas.udistrital.edu.co/ojs/index.php/GDLA/about/submissions#copyrightNotice,,,Yes,http://revistas.udistrital.edu.co/ojs/index.php/GDLA/about/submissions#copyrightNotice,Double blind peer review,http://revistas.udistrital.edu.co/ojs/index.php/GDLA/about/editorialPolicies#peerReviewProcess,Yes,http://revistas.udistrital.edu.co/ojs/index.php/GDLA/about/editorialPolicies#peerReviewProcess,http://revistas.udistrital.edu.co/ojs/index.php/GDLA/about/editorialPolicies#focusAndScope,http://revistas.udistrital.edu.co/ojs/index.php/GDLA/about/editorialTeam,http://revistas.udistrital.edu.co/ojs/index.php/GDLA/about/submissions#authorGuidelines,24,No,http://revistas.udistrital.edu.co/ojs/index.php/GDLA/about/editorialPolicies#openAccessPolicy,,No,,No,http://revistas.udistrital.edu.co/ojs/index.php/GDLA/about/editorialPolicies#openAccessPolicy,,,http://revistas.udistrital.edu.co/ojs/index.php/GDLA/about/editorialPolicies#archiving,Sherpa/Romeo,,DOI,,,Yes,http://revistas.udistrital.edu.co/ojs/index.php/GDLA/about/editorialPolicies#openAccessPolicy,,"2346-4712, 2665-3303",L|LC8-6691,Education: Special aspects of education,No,2011-08-19T09:08:27Z,2020-10-27T11:07:01Z,35,2012-09-01T21:24:24Z
Mundo Amazónico,http://www.revistas.unal.edu.co/index.php/imanimundo/,https://doaj.org/toc/a105e15ae00446b5923068fb84317b2b,2010,,2145-5074,2145-5082,"amazon history, amazon, ethnology, ecology, art, indigenous texts","English, Spanish, Portuguese",Universidad Nacional de Colombia,Colombia,,,CC BY-NC-ND,,http://www.revistas.unal.edu.co/index.php/imanimundo/about/submissions#copyrightNotice,Yes,http://www.revistas.unal.edu.co/index.php/imanimundo/article/view/45742,Yes,http://www.revistas.unal.edu.co/index.php/imanimundo/about/submissions#copyrightNotice,Double blind peer review,http://www.revistas.unal.edu.co/index.php/imanimundo/about/editorialPolicies#peerReviewProcess,No,,http://www.revistas.unal.edu.co/index.php/imanimundo/about/editorialPolicies#focusAndScope,http://www.revistas.unal.edu.co/index.php/imanimundo/about/editorialTeam,http://www.revistas.unal.edu.co/index.php/imanimundo/about/submissions#authorGuidelines,12,No,http://www.revistas.unal.edu.co/index.php/imanimundo/about/editorialPolicies#custom-0,,No,,No,http://www.revistas.unal.edu.co/index.php/imanimundo/about/editorialPolicies#custom-0,LOCKSS,,http://www.revistas.unal.edu.co/index.php/imanimundo/about/editorialPolicies#archiving,Sherpa/Romeo,,,,,Yes,http://www.revistas.unal.edu.co/index.php/imanimundo/about/editorialPolicies#openAccessPolicy,,,A,General Works,No,2011-09-01T09:06:44Z,2020-07-31T10:02:48Z,289,2023-03-18T21:05:58Z
Desarrollo Gerencial,http://revistas.unisimon.edu.co/index.php/desarrollogerencial,https://doaj.org/toc/54d1df90858a47e59b7b929e4d2d6690,2009,"Revista de la Facultad de Ciencias Económicas, Administrativas y Contables",,2145-5147,"innovation, entrepreneurship, leadership, management, human capital",Spanish,Universidad Simón Bolívar,Colombia,Universidad Simón Bolivar,,CC BY,,http://revistas.unisimon.edu.co/index.php/desarrollogerencial/politica_abierta,,,No,,Double blind peer review,http://revistas.unisimon.edu.co/index.php/desarrollogerencial/proceso_revision,Yes,http://revistas.unisimon.edu.co/index.php/desarrollogerencial/antiplagio_politica,http://revistas.unisimon.edu.co/index.php/desarrollogerencial/about,http://revistas.unisimon.edu.co/index.php/desarrollogerencial/about/editorialTeam,http://revistas.unisimon.edu.co/index.php/desarrollogerencial/instrucciones_autores,20,No,http://revistas.unisimon.edu.co/index.php/desarrollogerencial/politica_abierta,,No,,No,http://revistas.unisimon.edu.co/index.php/desarrollogerencial/politica_abierta,,,,,,,,,Yes,http://revistas.unisimon.edu.co/index.php/desarrollogerencial/politica_abierta,,,HF1-6182|HF5001-6182|HG1-9999,Social Sciences: Commerce: Business | Social Sciences: Finance,No,2020-05-19T16:44:30Z,2020-05-19T16:44:30Z,32,2020-05-21T15:44:06Z
Logos Ciencia & Tecnología,https://revistalogos.policia.edu.co:8443/index.php/rlct,https://doaj.org/toc/f7696191db36468db1bff2f308f17088,2009,Revista Logos,2145-549X,,"police, science, technology",Spanish,Policía Nacional de Colombia,Colombia,Policía Nacional de Colombia,,CC BY-NC-ND,,http://revistalogos.policia.edu.co/index.php/rlct/index,,,No,,Blind peer review,http://revistalogos.policia.edu.co/index.php/rlct/about/editorialPolicies#peerReviewProcess,No,http://revistalogos.policia.edu.co/index.php/rlct/about/submissions#authorGuidelines,http://revistalogos.policia.edu.co/index.php/rlct/about/editorialPolicies#focusAndScope,http://revistalogos.policia.edu.co/index.php/rlct/about/editorialTeam,http://revistalogos.policia.edu.co/index.php/rlct/about/submissions#authorGuidelines,12,No,http://revistalogos.policia.edu.co/index.php/rlct/about/editorialPolicies#focusAndScope,,No,,No,http://revistalogos.policia.edu.co/index.php/rlct/about/editorialPolicies#focusAndScope,,,,,,,,,Yes,http://revistalogos.policia.edu.co/index.php/rlct/about/editorialPolicies#openAccessPolicy,,,AZ20-999|Q1-390|H1-99,General Works: History of scholarship and learning. The humanities | Science: Science (General) | Social Sciences: Social sciences (General),No,2016-01-21T13:46:05Z,2020-11-20T18:18:14Z,356,2019-02-11T05:39:12Z
Revista Jurídica Mario Alario D'filippo,https://revistas.unicartagena.edu.co/index.php/marioalariodfilippo,https://doaj.org/toc/d156cfcbb0c547428369261014402da8,2009,Revista Mario Alario D'filippo,2145-6054,2256-2796,"legal systems, legal institutions, general theory of law, social security, labor law, criminal law",Spanish,Universidad de Cartagena,Colombia,Universidad de Cartagena,,CC BY-NC,,https://revistas.unicartagena.edu.co/index.php/marioalariodfilippo/index,,,No,,Double blind peer review,https://revistas.unicartagena.edu.co/index.php/marioalariodfilippo/pages/view/politicas-editoriales,Yes,https://revistas.unicartagena.edu.co/index.php/marioalariodfilippo/pages/view/envios,https://revistas.unicartagena.edu.co/index.php/marioalariodfilippo/pages/view/politicas-editoriales,https://revistas.unicartagena.edu.co/index.php/marioalariodfilippo/pages/view/equipo-editorial,https://revistas.unicartagena.edu.co/index.php/marioalariodfilippo/pages/view/reglamento,20,No,https://revistas.unicartagena.edu.co/index.php/marioalariodfilippo/pages/view/politicas-editoriales,,No,,No,https://revistas.unicartagena.edu.co/index.php/marioalariodfilippo/pages/view/politicas-editoriales,,,,,,,,,Yes,https://revistas.unicartagena.edu.co/index.php/marioalariodfilippo/pages/view/politicas-editoriales,,,K1-7720,Law: Law in general. Comparative and uniform law. Jurisprudence,No,2019-05-10T23:36:54Z,2019-08-30T10:04:29Z,391,2022-08-23T21:47:43Z
Revista de Investigación Agraria y Ambiental,http://hemeroteca.unad.edu.co/index.php/riaa,https://doaj.org/toc/3e1f17d1a4f6415f96963b1f75f9e731,2009,,2145-6097,2145-6453,"agricultural sciences, ecology, environmental, agricultural research",Spanish,UNAD,Colombia,UNAD,,CC BY-NC-SA,,https://hemeroteca.unad.edu.co/index.php/riaa/about,,,No,,Double blind peer review,https://hemeroteca.unad.edu.co/index.php/riaa/about,No,,https://hemeroteca.unad.edu.co/index.php/riaa/about,https://hemeroteca.unad.edu.co/index.php/riaa/about/editorialTeam,https://hemeroteca.unad.edu.co/index.php/riaa/about,7,No,https://hemeroteca.unad.edu.co/index.php/riaa/about,,No,,No,https://hemeroteca.unad.edu.co/index.php/riaa/about,,,,,,DOI,,,Yes,https://hemeroteca.unad.edu.co/index.php/riaa/about,,,S|GE1-350,Agriculture | Geography. Anthropology. Recreation: Environmental sciences,No,2018-01-23T17:42:35Z,2020-08-06T13:41:25Z,407,2022-12-18T19:23:12Z
Revista Latinoamericana de Estudios de Familia,http://revlatinofamilia.ucaldas.edu.co,https://doaj.org/toc/7796c1432e2b40e5af27b2d1afc9f74a,2009,,2145-6445,2215-8758,"family studies, gender studies, social science, diversity, public policies",Spanish,Universidad de Caldas,Colombia,"Universidad de Caldas, Vicerrectoría de Investigaciones y Posgrados",,CC BY,,http://revlatinofamilia.ucaldas.edu.co/index.php/politicas-eticas,Yes,http://190.15.17.25/revlatinofamilia/downloads/Rlef10(2)_3.pdf,Yes,http://revlatinofamilia.ucaldas.edu.co/index.php/politicas-eticas,Double blind peer review,http://revlatinofamilia.ucaldas.edu.co/index.php/politicas-eticas,No,,http://revlatinofamilia.ucaldas.edu.co,http://revlatinofamilia.ucaldas.edu.co/index.php/comite-editolrial,http://revlatinofamilia.ucaldas.edu.co/index.php/orientacion-para-los-autores,30,No,http://revlatinofamilia.ucaldas.edu.co/,,No,,No,http://revlatinofamilia.ucaldas.edu.co/,,,http://revlatinofamilia.ucaldas.edu.co/index.php/politicas-eticas,,,,,,Yes,http://revlatinofamilia.ucaldas.edu.co/index.php/politicas-eticas,,,HQ1-2044,Social Sciences: The family. Marriage. Woman,No,2019-02-23T17:15:44Z,2019-02-23T17:15:44Z,173,2022-04-07T14:00:34Z
La Tercera Orilla,https://revistas.unab.edu.co/index.php/laterceraorilla,https://doaj.org/toc/27cb62e83a004dc7bddd802e236482be,2007,,,2145-7190,"arts, communication, education",Spanish,Universidad Autónoma de Bucaramanga,Colombia,Universidad Autonoma de Bucaramanga,,CC BY-NC-SA,,https://revistas.unab.edu.co/index.php/laterceraorilla/about/submissions,,,No,,Double blind peer review,https://revistas.unab.edu.co/index.php/laterceraorilla/about/submissions,No,,https://revistas.unab.edu.co/index.php/laterceraorilla/about,https://revistas.unab.edu.co/index.php/laterceraorilla/about/editorialTeam,https://revistas.unab.edu.co/index.php/laterceraorilla/about/submissions,16,No,https://revistas.unab.edu.co/index.php/laterceraorilla/about/submissions,,No,,No,https://revistas.unab.edu.co/index.php/laterceraorilla/about/submissions,,,,,,,,,Yes,https://revistas.unab.edu.co/index.php/laterceraorilla/about/submissions,,,AZ20-999|PQ1-3999|H1-99,General Works: History of scholarship and learning. The humanities | Language and Literature: French literature - Italian literature - Spanish literature - Portuguese literature | Social Sciences: Social sciences (General),No,2019-01-25T16:51:55Z,2019-01-25T16:51:55Z,26,2020-02-07T16:16:57Z
Senderos Pedagogicos,https://ojs.tdea.edu.co/index.php/senderos/index,https://doaj.org/toc/f0c609154d114531be86181e168fa0a3,2010,Revista Senderos Pedagógicos,2145-8243,,"social sciences, education, pedagogy, didactic, teaching, learning","Spanish, English ",Tecnológico de Antioquia Institución Universitaria,Colombia,Tecnológico de Antioquia Institución Universitaria,Colombia,CC BY-NC-SA,,https://ojs.tdea.edu.co/index.php/senderos/about/submissions,,,No,https://ojs.tdea.edu.co/index.php/senderos/about/submissions,Double blind peer review,https://ojs.tdea.edu.co/index.php/senderos/about,Yes,https://ojs.tdea.edu.co/index.php/senderos/about,https://ojs.tdea.edu.co/index.php/senderos/about,https://ojs.tdea.edu.co/index.php/senderos/about/editorialTeam,https://ojs.tdea.edu.co/index.php/senderos/about/submissions,24,No,https://ojs.tdea.edu.co/index.php/senderos/about,,No,,No,,,,,,,DOI,Yes,No,Yes,https://ojs.tdea.edu.co/index.php/senderos/about/,,,H1-99|L7-991,Social Sciences: Social sciences (General) | Education: Education (General),No,2022-06-07T07:11:32Z,2022-06-07T07:11:32Z,95,2022-06-23T20:35:11Z
Hexágono Pedagógico,http://revistas.curn.edu.co/index.php/hexagonopedagogico/index,https://doaj.org/toc/7decc05cd89d49f8940556e9b4281b05,2010,,2145-888X,,"education, pedagogy, educational inclusion, social and human sciences, social pedagogy",Spanish,Corporacion Universitaria Rafael Nuñez,Colombia,Corporacion Universitaria Rafael Nuñez,,CC BY,,http://revistas.curn.edu.co/index.php/hexagonopedagogico/about/submissions,,,No,,Blind peer review,http://revistas.curn.edu.co/index.php/hexagonopedagogico/about,No,,http://revistas.curn.edu.co/index.php/hexagonopedagogico/about,http://revistas.curnvirtual.edu.co/index.php/hexagonopedagogico/about/editorialTeam,http://revistas.curn.edu.co/index.php/hexagonopedagogico/about,12,No,http://revistas.curnvirtual.edu.co/index.php/hexagonopedagogico/about,,No,,No,http://revistas.curnvirtual.edu.co/index.php/hexagonopedagogico/about,,,http://revistas.curn.edu.co/index.php/hexagonopedagogico/about,,,,,,Yes,http://revistas.curn.edu.co/index.php/hexagonopedagogico/about,,,L|L7-991,Education: Education (General),No,2018-08-17T22:49:40Z,2018-08-20T12:40:47Z,153,2022-08-13T17:13:24Z
"Perífrasis: Revista de Literatura, Teoría y Crítica",https://revistas.uniandes.edu.co/journal/perifrasis,https://doaj.org/toc/62835f42b956481794f7348ae2b654c6,2010,,2145-8987,2145-9045,"literature, literary studies, literary theory, literary criticism, transdisciplinary literary variants","Spanish, English","Universidad de los Andes, Bogotá",Colombia,,,CC BY,,https://revistas.uniandes.edu.co/journal/perifrasis,,,No,https://revistas.uniandes.edu.co/for-authors/perifrasis/ethical-policies,Double blind peer review,https://revistas.uniandes.edu.co/for-authors/perifrasis/editorial-policy,Yes,https://revistas.uniandes.edu.co/for-authors/perifrasis/ethical-policies,https://revistas.uniandes.edu.co/about/perifrasis,https://revistas.uniandes.edu.co/executive-board/perifrasis,https://revistas.uniandes.edu.co/for-authors#perifrasis,20,No,https://revistas.uniandes.edu.co/about/perifrasis,,No,,No,,,,,,,DOI,Yes,No,Yes,https://revistas.uniandes.edu.co/journal/perifrasis,,,PN1-6790,Language and Literature: Literature (General),No,2013-03-19T21:03:56Z,2022-03-10T10:14:25Z,263,2023-01-10T17:04:56Z
"Cultura, Educación,  Sociedad",https://revistascientificas.cuc.edu.co/culturaeducacionysociedad/issue/view/158,https://doaj.org/toc/3211ed7023234d70ab988a83fded8d44,2010,,2145-9258,2389-7724,"human sciences, social sciences, education, culture, society, psychology",Spanish,Universidad de la Costa,Colombia,Universidad de la Costa,,CC BY,,https://revistascientificas.cuc.edu.co/culturaeducacionysociedad/derechos-de-autor,,,Yes,https://revistascientificas.cuc.edu.co/culturaeducacionysociedad/derechos-de-autor,Double blind peer review,https://revistascientificas.cuc.edu.co/culturaeducacionysociedad/revision-por-pares,Yes,https://revistascientificas.cuc.edu.co/culturaeducacionysociedad/etica-en-la-publicacion,https://revistascientificas.cuc.edu.co/culturaeducacionysociedad/about,https://revistascientificas.cuc.edu.co/culturaeducacionysociedad/about/editorialTeam,https://revistascientificas.cuc.edu.co/culturaeducacionysociedad/instrucciones-para-autores,12,No,https://revistascientificas.cuc.edu.co/culturaeducacionysociedad/politica-de-acceso-abierto,,No,,No,https://revistascientificas.cuc.edu.co/culturaeducacionysociedad/politica-de-acceso-abierto,,,https://revistascientificas.cuc.edu.co/culturaeducacionysociedad/gateway/lockss,,,DOI,,,Yes,https://revistascientificas.cuc.edu.co/culturaeducacionysociedad/politica-de-acceso-abierto,,,L|BF1-990|HM401-1281,Education | Philosophy. Psychology. Religion: Psychology | Social Sciences: Sociology (General),No,2020-10-29T09:17:03Z,2020-10-29T09:17:03Z,71,2021-04-25T23:26:49Z
