title,Journal.URL,URL.in.DOAJ,When.did.the.journal.start.to.publish.all.content.using.an.open.license.,Alternative.title,Journal.ISSN..print.version.,Journal.EISSN..online.version.,Keywords,language,Publisher,country,Society.or.institution,Country.of.society.or.institution,license,License.attributes,URL.for.license.terms,Machine.readable.CC.licensing.information.embedded.or.displayed.in.articles,URL.to.an.example.page.with.embedded.licensing.information,Author.holds.copyright.without.restrictions,Copyright.information.URL,Review,Review.process.information.URL,Journal.plagiarism.screening.policy,Plagiarism.information.URL,URL.for.journal.s.aims...scope,URL.for.the.Editorial.Board.page,URL.for.journal.s.instructions.for.authors,Average.number.of.weeks.between.article.submission.and.publication,APC,APC.information.URL,APC.amount,Journal.waiver.policy..for.developing.country.authors.etc.,Waiver.policy.information.URL,Has.other.fees,Other.fees.information.URL,Preservation.Services,Preservation.Service..national.library,Preservation.information.URL,Deposit.policy.directory,URL.for.deposit.policy,Persistent.article.identifiers,Article.metadata.includes.ORCIDs,Journal.complies.with.I4OC.standards.for.open.citations,Does.the.journal.comply.to.DOAJ.s.definition.of.open.access.,URL.for.journal.s.Open.Access.statement,Continues,Continued.By,LCC.Codes,Subjects,DOAJ.Seal,Added.on.Date,Last.updated.Date,Number.of.Article.Records,Most.Recent.Article.Added
Ensayos de Economía,https://revistas.unal.edu.co/index.php/ede,https://doaj.org/toc/5cb690a305e54ad6916308fcb1da7153,1990,,0121-117X,2619-6573,"economy, economic history, macroeconomy, microeconomics, econometrics",Spanish,Universidad Nacional de Colombia,Colombia,Universidad Nacional de Colombia (Sede Medellín).  Facultad de Ciencias Humanas y Económicas. Departamento de Economía,,CC BY-NC-ND,,https://revistas.unal.edu.co/index.php/ede,Yes,https://revistas.unal.edu.co/index.php/ede/index,No,,Double blind peer review,https://revistas.unal.edu.co/index.php/ede/about/editorialPolicies#focusAndScope,Yes,https://revistas.unal.edu.co/index.php/ede/about/editorialPolicies#custom-0,https://revistas.unal.edu.co/index.php/ede/about/editorialPolicies#focusAndScope,https://revistas.unal.edu.co/index.php/ede/about/displayMembership/440,https://revistas.unal.edu.co/index.php/ede/about/submissions#authorGuidelines,48,No,https://revistas.unal.edu.co/index.php/ede/about/editorialPolicies#focusAndScope,,No,,No,https://revistas.unal.edu.co/index.php/ede/about/editorialPolicies#focusAndScope,,,,Sherpa/Romeo,,,,,Yes,https://revistas.unal.edu.co/index.php/ede/about/editorialPolicies#openAccessPolicy,,,HC10-1085|HB1-3840|HB71-74,Social Sciences: Economic history and conditions | Social Sciences: Economic theory. Demography: Economics as a science,No,2019-06-06T17:04:56Z,2019-08-30T10:04:25Z,499,2023-02-22T16:01:54Z
Historia Crítica,http://revistas.uniandes.edu.co/journal/histcrit,https://doaj.org/toc/f479d5677570447b91dd4d18442f28f5,1989,,0121-1617,1900-6152,"historiography, history, social science",Spanish,Universidad de los Andes,Colombia,,,CC BY,,http://historiacritica.uniandes.edu.co/index.php?ac=inicio,Yes,http://historiacritica.uniandes.edu.co/view.php/14192/index.php?id=14192,No,http://historiacritica.uniandes.edu.co/page.php?c=Politica+Editorial,Double blind peer review,https://revistas.uniandes.edu.co/for-authors/histcrit/editorial-policy,No,,https://revistas.uniandes.edu.co/about/histcrit,https://revistas.uniandes.edu.co/executive-board/histcrit,https://revistas.uniandes.edu.co/for-authors/histcrit/editorial-policy,52,No,http://historiacritica.uniandes.edu.co/page.php?c=Politica+Editorial,,No,,No,http://historiacritica.uniandes.edu.co/page.php?c=Politica+Editorial,,,,,,DOI,,,Yes,http://historiacritica.uniandes.edu.co/,,,D|D1-2009,History (General) and history of Europe: History (General),No,2007-08-15T14:25:42Z,2018-03-14T04:13:56Z,944,2023-01-24T16:56:29Z
Prolegómenos,https://revistas.unimilitar.edu.co/index.php/dere/index,https://doaj.org/toc/4a4c56e113a64fb594d5db48622df20c,2004,,0121-182X,1909-7727,"law, jurisprudence","Spanish, English, Portuguese",Universidad Militar Nueva Granada,Colombia,"Universidad Militar Nueva Granada, Facultad de Derecho",,CC BY-NC-ND,,http://revistas.unimilitar.edu.co/index.php/dere/about/submissions#copyrightNotice,Yes,http://revistas.unimilitar.edu.co/index.php/dere/article/view/1977/1608,No,,Double blind peer review,https://revistas.unimilitar.edu.co/index.php/dere/about/editorialPolicies#peerReviewProcess,Yes,https://revistas.unimilitar.edu.co/index.php/dere/about/editorialPolicies#peerReviewProcess,http://revistas.unimilitar.edu.co/index.php/dere/about/editorialPolicies#focusAndScope,http://revistas.unimilitar.edu.co/index.php/dere/about/editorialTeam,http://revistas.unimilitar.edu.co/index.php/dere/about/submissions#authorGuidelines,13,No,http://revistas.unimilitar.edu.co/index.php/dere/about/submissions#onlineSubmissions,,No,,No,,,,,,,DOI,,,Yes,https://revistas.unimilitar.edu.co/index.php/dere/about/editorialPolicies#openAccessPolicy,,,K,Law,No,2017-06-08T22:47:51Z,2021-08-10T15:11:48Z,392,2021-03-10T04:57:46Z
Revista de Ciencias,http://revistas.univalle.edu.co/index.php/revista_de_ciencias,https://doaj.org/toc/7d2fdb05e80649b79f7802a4293e793c,2008,,0121-1935,2248-4000,"chemistry, natural sciences, sciences, biology, math, physics",Spanish,Universidad del Valle,Colombia,Universidad del Valle,,CC BY-NC-SA,,http://revistas.univalle.edu.co/index.php/revista_de_ciencias/about/#copyright,,,No,,Double blind peer review,http://revistas.univalle.edu.co/index.php/revista_de_ciencias/about/#peerReviewProcess,No,,http://revistas.univalle.edu.co/index.php/revista_de_ciencias/about/#focusAndScope,http://revistas.univalle.edu.co/index.php/revista_de_ciencias/about/editorialTeam,http://revistas.univalle.edu.co/index.php/revista_de_ciencias/information/authors,32,No,http://revistas.univalle.edu.co/index.php/revista_de_ciencias/about,,No,,No,http://revistas.univalle.edu.co/index.php/revista_de_ciencias/about,,,,,,DOI,,,Yes,http://revistas.univalle.edu.co/index.php/revista_de_ciencias/about,,,Q|Q1-390,Science: Science (General),No,2019-10-13T00:53:48Z,2019-10-13T00:53:48Z,0,
Revista Cuarzo,https://revistas.juanncorpas.edu.co/index.php/cuarzo/index,https://doaj.org/toc/deda822bd7124ec5901178faf60f5ba1,2013,,0121-2133,2500-7181,"basic sciences, medicine, phytopharmacology, primary care, health","Spanish, English ",Fundación Universitaria Juan N. Corpas,Colombia,,,CC BY-NC-ND,,https://revistas.juanncorpas.edu.co/index.php/cuarzo/about,Yes,https://revistas.juanncorpas.edu.co/index.php/cuarzo/article/view/501/451,No,https://revistas.juanncorpas.edu.co/index.php/cuarzo/about#peerReviewProcess,Peer review,https://revistas.juanncorpas.edu.co/index.php/cuarzo/about#peerReviewProcess,No,,https://revistas.juanncorpas.edu.co/index.php/cuarzo/about#focusAndScope,https://revistas.juanncorpas.edu.co/index.php/cuarzo/about/editorialTeam,https://revistas.juanncorpas.edu.co/index.php/cuarzo/about/submissions#author_guidelines,6,No,https://revistas.juanncorpas.edu.co/index.php/cuarzo/about#openAccessPolicy,,No,,No,,,,,,,DOI,No,No,Yes,https://revistas.juanncorpas.edu.co/index.php/cuarzo/about#openAccessPolicy,,,Q|Q1-390,Science: Science (General),No,2019-03-05T18:33:59Z,2021-05-12T07:26:14Z,63,2019-03-07T21:14:58Z
Cuadernos de Geografía: Revista Colombiana de Geografía,http://www.revistas.unal.edu.co/index.php/rcg,https://doaj.org/toc/c23e19a96dd64c048dab85567b6b49e2,2002,Cuadernos de Geografia: Revista Colombiana de Geografia,0121-215X,2256-5442,"human geography, physical geography, environmental geography, applications and developments of technologies, geographical information","English, Spanish, Portuguese",Universidad Nacional de Colombia,Colombia,"Universidad Nacional de Colombia, Departamento de Geografía",,CC BY-NC-ND,,http://www.revistas.unal.edu.co/index.php/rcg/about/editorialPolicies#openAccessPolicy,,,No,,Double blind peer review,http://www.revistas.unal.edu.co/index.php/rcg/about/editorialPolicies#peerReviewProcess,No,,http://www.revistas.unal.edu.co/index.php/rcg/about/editorialPolicies#focusAndScope,http://www.revistas.unal.edu.co/index.php/rcg/about/displayMembership/80,http://www.revistas.unal.edu.co/index.php/rcg/about/submissions#authorGuidelines,33,No,http://www.revistas.unal.edu.co/index.php/rcg/about/editorialPolicies#openAccessPolicy,,No,,No,http://www.revistas.unal.edu.co/index.php/rcg/about/editorialPolicies#openAccessPolicy,,,,Sherpa/Romeo,,,,,Yes,http://www.revistas.unal.edu.co/index.php/rcg/about/editorialPolicies#openAccessPolicy,,,G1-922,Geography. Anthropology. Recreation: Geography (General),No,2011-04-19T11:41:42Z,2018-05-16T19:48:17Z,829,2023-03-18T16:02:26Z
Revista Facultad de Odontología Universidad de Antioquia,https://revistas.udea.edu.co/index.php/odont,https://doaj.org/toc/5c7280253371444595f0b287ffcf9e5f,1989,,0121-246X,2145-7670,"dentistry, orthodontrics, biotechnology",English,Universidad de Antioquia,Colombia,,,CC BY-NC-SA,,https://revistas.udea.edu.co/index.php/odont/about,Yes,https://revistas.udea.edu.co/index.php/odont/article/view/328239/20792143,No,,Double blind peer review,https://revistas.udea.edu.co/index.php/odont/about,No,,https://revistas.udea.edu.co/index.php/odont/about,https://revistas.udea.edu.co/index.php/odont/about/editorialTeam,https://revistas.udea.edu.co/index.php/odont/instructions,43,No,https://revistas.udea.edu.co/index.php/odont/about,,No,,No,,PKP PN,,https://revistas.udea.edu.co/index.php/odont/gateway/lockss?year=2019,Sherpa/Romeo,,,,,Yes,https://revistas.udea.edu.co/index.php/odont/about,,,RK1-715,Medicine: Dentistry,No,2020-08-31T14:36:48Z,2022-08-17T18:27:14Z,637,2022-09-23T21:43:32Z
Pedagogía y Saberes,http://revistas.pedagogica.edu.co/index.php/PYS,https://doaj.org/toc/7324d99cc4d841bcac1c307ea452d2f7,2009,,0121-2494,,"pedagogy, teaching and learning, pedagogical knowledge","Spanish, Portuguese",Universidad Pedagógica Nacional,Colombia,Universidad Pedagógica Nacional,,CC BY,,http://revistas.pedagogica.edu.co/index.php/PYS/index,,,No,,Double blind peer review,http://revistas.pedagogica.edu.co/index.php/PYS/evaluacion,No,,http://revistas.pedagogica.edu.co/index.php/PYS/about,http://revistas.pedagogica.edu.co/index.php/PYS/about/editorialTeam,http://revistas.pedagogica.edu.co/index.php/PYS/autores,16,No,http://revistas.pedagogica.edu.co/index.php/PYS/about,,No,,No,http://revistas.pedagogica.edu.co/index.php/PYS/about,,,,,,DOI,,,Yes,http://revistas.pedagogica.edu.co/index.php/PYS/about,,,L,Education,No,2016-05-04T17:15:36Z,2019-02-19T01:28:28Z,203,2017-02-09T23:33:18Z
Revista Investigación & Desarrollo,http://rcientificas.uninorte.edu.co/index.php/investigacion/index,https://doaj.org/toc/6581e75a0e0f4d6c8a0a1d0d8a5e9f08,1990,,0121-3261,2011-7574,"equity, culture, inclusion, populations, social development, human development","Spanish, English , Portuguese",Universidad del Norte,Colombia,,,CC BY,,http://rcientificas.uninorte.edu.co/index.php/investigacion/about/submissions,,,No,http://rcientificas.uninorte.edu.co/index.php/investigacion/about/submissions,Double blind peer review,http://rcientificas.uninorte.edu.co/index.php/investigacion/about,No,,http://rcientificas.uninorte.edu.co/index.php/investigacion/about,http://rcientificas.uninorte.edu.co/index.php/investigacion/about/editorialTeam,http://rcientificas.uninorte.edu.co/index.php/investigacion/information/authors,24,No,http://rcientificas.uninorte.edu.co/index.php/investigacion/about,,No,,No,,,,,,,,No,No,Yes,http://rcientificas.uninorte.edu.co/index.php/investigacion/about,,,H,Social Sciences,No,2016-10-05T14:00:43Z,2021-05-17T09:20:58Z,376,2017-05-04T00:28:10Z
Estudios de Filosofía,https://revistas.udea.edu.co/index.php/estudios_de_filosofia,https://doaj.org/toc/ade5ff2ec2394bdaadde95e4ddeda49a,2003,,0121-3628,2256-358X,"philosophy, ethics, politics, aesthetic, epistemology, general philosophy",Spanish,Universidad de Antioquía,Colombia,"Universidad de Antioquía, Instituto de Filosofía",,CC BY-NC-SA,,https://revistas.udea.edu.co/index.php/estudios_de_filosofia/about,,,Yes,https://revistas.udea.edu.co/index.php/estudios_de_filosofia/about/submissions,Double blind peer review,https://revistas.udea.edu.co/index.php/estudios_de_filosofia/about,No,,https://revistas.udea.edu.co/index.php/estudios_de_filosofia/about,https://revistas.udea.edu.co/index.php/estudios_de_filosofia/about/editorialTeam,https://revistas.udea.edu.co/index.php/estudios_de_filosofia/about/submissions,24,No,https://revistas.udea.edu.co/index.php/estudios_de_filosofia/about,,No,,No,https://revistas.udea.edu.co/index.php/estudios_de_filosofia/about/submissions,,,,,,,,,Yes,https://revistas.udea.edu.co/index.php/estudios_de_filosofia/about,,,BD10-701|B1-5802,Philosophy. Psychology. Religion: Speculative philosophy | Philosophy. Psychology. Religion: Philosophy (General),No,2018-03-15T12:31:16Z,2020-03-28T18:27:02Z,221,2022-12-21T20:58:24Z
"Tecné, Episteme y Didaxis",http://revistas.pedagogica.edu.co/index.php/TED,https://doaj.org/toc/3644196768bb4cb2a7a43a43e66ab211,2005,Revista de la Facultad de Ciencia y Tecnología,0121-3814,2323-0126,"technology, science education, education","Spanish, Portuguese",Universidad Pedagógica Nacional,Colombia,Universidad Pedagógica Nacional,,CC BY-NC,,http://revistas.pedagogica.edu.co/index.php/TED/about,,,No,,Double blind peer review,http://revistas.pedagogica.edu.co/index.php/TED/evaluacion,No,,http://revistas.pedagogica.edu.co/index.php/TED/about,http://revistas.pedagogica.edu.co/index.php/TED/about/editorialTeam,http://revistas.pedagogica.edu.co/index.php/TED/autores,16,No,http://revistas.pedagogica.edu.co/index.php/TED/about,,No,,No,http://revistas.pedagogica.edu.co/index.php/TED/about,,,,,,DOI,,,Yes,http://revistas.pedagogica.edu.co/index.php/TED/about,,,LC8-6691|LB5-3640,Education: Special aspects of education | Education: Theory and practice of education,No,2016-03-21T20:52:24Z,2019-12-05T20:39:54Z,502,2017-02-09T23:32:31Z
Revista Estomatologâia,http://revistas.univalle.edu.co/index.php/revista_estomatologia/index,https://doaj.org/toc/0103fcb40d594e7e827ab388dcf31481,1991,Revista Estomatologia,0121-3873,2248-7220,"stomatology, health sciences, systemic medicine",Spanish,Universidad del Valle,Colombia,Universidad del Valle,,CC BY-NC-ND,,http://revistas.univalle.edu.co/index.php/revista_estomatologia/about,Yes,http://revistas.univalle.edu.co/index.php/revista_estomatologia/article/view/7069/9563,No,,Double blind peer review,http://revistas.univalle.edu.co/index.php/revista_estomatologia/about#Peer Review,No,,http://revistas.univalle.edu.co/index.php/revista_estomatologia/about,http://revistas.univalle.edu.co/index.php/revista_estomatologia/about/editorialTeam,http://revistas.univalle.edu.co/index.php/revista_estomatologia/information/authors,2,No,http://revistas.univalle.edu.co/index.php/revista_estomatologia/about,,No,,No,http://revistas.univalle.edu.co/index.php/revista_estomatologia/about,,,,,,,,,Yes,http://revistas.univalle.edu.co/index.php/revista_estomatologia/about,,,RK1-715,Medicine: Dentistry,No,2018-11-06T16:42:09Z,2019-01-23T14:09:10Z,0,
Vitae,https://revistas.udea.edu.co/index.php/vitae,https://doaj.org/toc/03eece96633d4f3592fc332433d0efce,2008,,0121-4004,2145-2660,"pharmacy research, pharmaceutical care, cosmetics, natural products, biotechnology, food research",English,Universidad de Antioquia,Colombia,School of Pharmaceutical and Food Sciences,Colombia,CC BY-NC-SA,,https://revistas.udea.edu.co/index.php/vitae/about/submissions,,,No,https://revistas.udea.edu.co/index.php/vitae/about/submissions,Double blind peer review,https://revistas.udea.edu.co/index.php/vitae/about,No,,https://revistas.udea.edu.co/index.php/vitae/about,https://revistas.udea.edu.co/index.php/vitae/about/editorialTeam,https://revistas.udea.edu.co/index.php/vitae/about/submissions,12,Yes,https://revistas.udea.edu.co/index.php/vitae/information/authors,100 USD,No,,No,,,,,,,,Yes,No,Yes,https://revistas.udea.edu.co/index.php/vitae/about,,,TP368-456|HD9665-9675,Technology: Chemical technology: Food processing and manufacture | Social Sciences: Industries. Land use. Labor: Special industries and trades: Pharmaceutical industry,No,2019-12-23T18:31:11Z,2021-11-08T08:31:01Z,1056,2023-03-13T11:46:11Z
Lúdica Pedagógica,http://revistas.pedagogica.edu.co/index.php/LP,https://doaj.org/toc/abe1dd2228e642b9ba573281710d0d88,2010,,0121-4128,,"sports pedagogy, recreation, sports",Spanish,Universidad Pedagógica Nacional,Colombia,Universidad Pedagógica Nacional,,CC BY-NC,,http://revistas.pedagogica.edu.co/index.php/LP/index,,,No,,Double blind peer review,http://revistas.pedagogica.edu.co/index.php/LP/evaluacion,No,,http://revistas.pedagogica.edu.co/index.php/LP/about,http://revistas.pedagogica.edu.co/index.php/LP/about/editorialTeam,http://revistas.pedagogica.edu.co/index.php/LP/autores,16,No,http://revistas.pedagogica.edu.co/index.php/LP/about,,No,,No,http://revistas.pedagogica.edu.co/index.php/LP/about,,,,,,DOI,,,Yes,http://revistas.pedagogica.edu.co/index.php/LP/about,,,G|GV1-1860|GV557-1198.995,Geography. Anthropology. Recreation: Recreation. Leisure: Sports,No,2016-12-29T10:06:12Z,2018-12-03T16:24:21Z,270,2017-02-10T00:11:33Z
Momento,https://revistas.unal.edu.co/index.php/momento,https://doaj.org/toc/0284adee1d8a4b11b7f8c114cceba8e2,2012,,0121-4470,2500-8013,"high energies, materials, optics, nano-science, physics, chaos","Spanish, English ",Universidad Nacional de Colombia,Colombia,,,CC BY-ND,,https://revistas.unal.edu.co/index.php/momento/about/submissions#copyrightNotice,,,Yes,https://revistas.unal.edu.co/index.php/momento/about/submissions#copyrightNotice,Double blind peer review,https://revistas.unal.edu.co/index.php/momento/about/editorialPolicies#peerReviewProcess,Yes,https://revistas.unal.edu.co/index.php/momento/about/editorialPolicies#custom-0,https://revistas.unal.edu.co/index.php/momento,https://revistas.unal.edu.co/index.php/momento/about/editorialTeam,https://revistas.unal.edu.co/index.php/momento/about/submissions#authorGuidelines,12,No,https://revistas.unal.edu.co/index.php/momento/about/editorialPolicies#openAccessPolicy,,No,,No,https://revistas.unal.edu.co/index.php/momento/about/editorialPolicies#openAccessPolicy,,,,Sherpa/Romeo,,,,,Yes,https://revistas.unal.edu.co/index.php/momento/about/editorialPolicies#openAccessPolicy,,,QC1-999|QC350-467,Science: Physics: Optics. Light,No,2018-06-21T21:30:37Z,2018-06-22T16:01:43Z,452,2020-08-29T00:42:40Z
Avances en Enfermería,http://www.revistas.unal.edu.co/index.php/avenferm/index,https://doaj.org/toc/37100b8c9f364f688daf96573d8a772d,2007,Av Enferm,0121-4500,2346-0261,"nursing, health care, medical care","Spanish, English, Portuguese",Universidad Nacional de Colombia,Colombia,,,"CC BY, CC BY-NC",,http://revistas.unal.edu.co/index.php/avenferm/index,Yes,https://revistas.unal.edu.co/index.php/avenferm/article/view/58378/58740,No,https://revistas.unal.edu.co/index.php/avenferm/about#custom-0,Double blind peer review,http://www.revistas.unal.edu.co/index.php/avenferm/about/editorialPolicies#peerReviewProcess,Yes,http://revistas.unal.edu.co/index.php/avenferm/about/editorialPolicies#custom-0,http://www.revistas.unal.edu.co/index.php/avenferm/about/editorialPolicies#focusAndScope,http://www.revistas.unal.edu.co/index.php/avenferm/about/displayMembership/390,http://revistas.unal.edu.co/index.php/avenferm/about/submissions#onlineSubmissions,24,No,http://www.revistas.unal.edu.co/index.php/avenferm/about/editorialPolicies#focusAndScope,,No,,No,,,,,,,DOI,Yes,No,Yes,http://www.revistas.unal.edu.co/index.php/avenferm/about/editorialPolicies#openAccessPolicy,,,RT1-120,Medicine: Nursing,No,2012-05-16T08:50:23Z,2021-11-04T09:34:29Z,948,2022-07-29T22:30:45Z
Cuadernos de Economía,http://www.fce.unal.edu.co/cuadernos/,https://doaj.org/toc/6292eeab470542439c4a99924e504a6a,2001,,0121-4772,2248-4337,"applied economics, economic theory, econometrics, economic history","Spanish, English",Universidad Nacional de Colombia,Colombia,,,CC BY-NC-ND,,http://www.fce.unal.edu.co/cuadernos/,,,No,http://www.fce.unal.edu.co/cuadernos/pautas.html,Double blind peer review,http://www.fce.unal.edu.co/cuadernos/pautas,No,,http://www.fce.unal.edu.co/cuadernos,http://www.fce.unal.edu.co/cuadernos/cuerpo-editorial,http://www.fce.unal.edu.co/cuadernos/pautas,42,No,http://www.fce.unal.edu.co/cuadernos/pautas,,No,,No,,,,,,,,No,No,Yes,http://www.fce.unal.edu.co/cuadernos/,,,H|HC10-1085,Social Sciences: Economic history and conditions,No,2007-04-12T14:45:37Z,2021-05-26T11:01:21Z,1178,2023-01-27T15:32:41Z
Innovar: Revista de Ciencias Administrativas y Sociales,https://revistas.unal.edu.co/index.php/innovar/index,https://doaj.org/toc/7fa3e5b91de446d9803c7bfb374cdf57,2000,INNOVAR,0121-5051,2248-6968,"management, accounting, marketing, social sciences, finance, organization","English, Spanish, French, Portuguese",Universidad Nacional de Colombia,Colombia,,,CC BY-NC-SA,,https://revistas.unal.edu.co/index.php/innovar/about,,,No,https://revistas.unal.edu.co/index.php/innovar/about/submissions,Blind peer review,https://revistas.unal.edu.co/index.php/innovar/about,Yes,https://revistas.unal.edu.co/index.php/innovar/about,https://revistas.unal.edu.co/index.php/innovar/about,https://revistas.unal.edu.co/index.php/innovar/about/editorialTeam,https://revistas.unal.edu.co/index.php/innovar/about/submissions#authorGuidelines,53,No,https://revistas.unal.edu.co/index.php/innovar/about,,No,,No,,,,,,,DOI,Yes,No,Yes,https://revistas.unal.edu.co/index.php/innovar/about,,,H|HF1-6182|HF5001-6182,Social Sciences: Commerce: Business,No,2010-07-27T10:45:37Z,2021-02-16T07:11:15Z,1319,2023-02-10T13:06:52Z
Estudios Políticos,http://aprendeenlinea.udea.edu.co/revistas/index.php/estudiospoliticos/index,https://doaj.org/toc/9f8bb1fe91f846b7b6ff547b752d213d,1992,,0121-5167,2462-8433,"political science, social sciences","Spanish, Portuguese",Universidad de Antioquia,Colombia,"Universidad de Antioquia, Instituto de Estudios Políticos",,CC BY-NC-SA,,http://aprendeenlinea.udea.edu.co/revistas/index.php/estudiospoliticos/about/submissions#copyrightNotice,Yes,http://aprendeenlinea.udea.edu.co/revistas/index.php/estudiospoliticos/article/view/21959,No,,Double blind peer review,http://aprendeenlinea.udea.edu.co/revistas/index.php/estudiospoliticos/about/editorialPolicies#peerReviewProcess,Yes,http://aprendeenlinea.udea.edu.co/revistas/index.php/estudiospoliticos/about/editorialPolicies#peerReviewProcess,http://aprendeenlinea.udea.edu.co/revistas/index.php/estudiospoliticos/about/editorialPolicies#focusAndScope,http://aprendeenlinea.udea.edu.co/revistas/index.php/estudiospoliticos/about/editorialTeam,http://aprendeenlinea.udea.edu.co/revistas/index.php/estudiospoliticos/about/submissions#authorGuidelines,24,No,http://aprendeenlinea.udea.edu.co/revistas/index.php/estudiospoliticos/about/editorialPolicies#focusAndScope,,No,,No,http://aprendeenlinea.udea.edu.co/revistas/index.php/estudiospoliticos/about/editorialPolicies#focusAndScope,,,,,,,,,Yes,http://aprendeenlinea.udea.edu.co/revistas/index.php/estudiospoliticos/about/editorialPolicies#openAccessPolicy,,,J,Political science,No,2017-01-02T16:56:22Z,2017-07-24T11:39:41Z,637,2022-10-05T17:24:56Z
Revista Visión Contable,https://publicaciones.unaula.edu.co/index.php/VisionContable,https://doaj.org/toc/2e67141b1c52459ca6d0f425591d7044,1991,,0121-5337,2539-0104,"accounting, auditory, bookkeeping",Spanish,Universidad Autonoma Latinoamericana,Colombia,,,CC BY-NC,,https://publicaciones.unaula.edu.co/index.php/VisionContable,,,No,,Double blind peer review,https://publicaciones.unaula.edu.co/index.php/VisionContable/evaluador,No,,https://publicaciones.unaula.edu.co/index.php/VisionContable/about,https://publicaciones.unaula.edu.co/index.php/VisionContable/about/editorialTeam,https://publicaciones.unaula.edu.co/index.php/VisionContable/about/submissions,12,No,https://publicaciones.unaula.edu.co/index.php/VisionContable/about,,No,,No,https://publicaciones.unaula.edu.co/index.php/VisionContable/about,,,https://publicaciones.unaula.edu.co/index.php/VisionContable/about,,,,,,Yes,https://publicaciones.unaula.edu.co/index.php/VisionContable/about,,,HF5601-5689,Social Sciences: Commerce: Business: Accounting. Bookkeeping,No,2020-08-29T17:36:44Z,2020-08-29T17:36:44Z,227,2022-12-20T22:19:42Z
Revista Colombiana de Psicología,http://www.revistas.unal.edu.co/index.php/psicologia/index,https://doaj.org/toc/076b33916c1c4fd19543efb9f70d5beb,2002,,0121-5469,2344-8644,applied psychology,"English, Spanish, Portuguese",Universidad Nacional de Colombia,Colombia,,,CC BY-NC-ND,,http://www.revistas.unal.edu.co/index.php/psicologia/about/submissions#copyrightNotice,,,No,,Double blind peer review,http://www.revistas.unal.edu.co/index.php/psicologia/about/submissions#authorGuidelines,No,,http://www.revistas.unal.edu.co/index.php/psicologia/about/editorialPolicies#focusAndScope,http://www.revistas.unal.edu.co/index.php/psicologia/about/editorialTeam,http://www.revistas.unal.edu.co/index.php/psicologia/about/submissions#authorGuidelines,52,No,http://www.revistas.unal.edu.co/index.php/psicologia/about/submissions#onlineSubmissions,,No,,No,http://www.revistas.unal.edu.co/index.php/psicologia/about/submissions#onlineSubmissions,,,,,,DOI,,,Yes,http://www.revistas.unal.edu.co/index.php/psicologia/about/editorialPolicies#openAccessPolicy,,,BF1-990,Philosophy. Psychology. Religion: Psychology,No,2009-09-11T12:14:30Z,2017-12-06T16:48:14Z,570,2019-09-05T13:44:03Z
Colombia Internacional,http://revistas.uniandes.edu.co/journal/colombiaint,https://doaj.org/toc/1a8e255ce33348779c8ad1c14939602c,1988,,0121-5612,1900-6004,"international relations, comparative politics, colombian politics, political theory, political studies","English, Spanish, Portuguese",Universidad de los Andes,Colombia,"Universidad de los Andes, Departamento de Ciencia Política",,CC BY-NC-ND,,https://colombiainternacional.uniandes.edu.co/index.php?ac=inicio,,,No,,Double blind peer review,https://revistas.uniandes.edu.co/for-authors/colombiaint/ethical-policies,Yes,http://colombiainternacional.uniandes.edu.co/page.php?c=Pol%C3%ADticas+%C3%A9ticas,https://revistas.uniandes.edu.co/about/colombiaint,https://revistas.uniandes.edu.co/executive-board/colombiaint#editorial-board,https://revistas.uniandes.edu.co/for-authors#colombiaint,52,No,https://revistas.uniandes.edu.co/for-authors/colombiaint/editorial-policy,,No,,No,https://revistas.uniandes.edu.co/for-authors/colombiaint/editorial-policy,,,,,,,,,Yes,https://colombiainternacional.uniandes.edu.co/index.php?ac=inicio,,,JZ2-6530|JA1-92,Political science: International relations | Political science: Political science (General),No,2007-08-15T14:56:27Z,2018-03-14T12:32:17Z,789,2023-01-30T21:00:39Z
Novum,https://revistas.unal.edu.co/index.php/novum/index,https://doaj.org/toc/41e43963501448d8960d5fe70293204d,2016,,0121-5698,2357-4933,"humanities, social sciences, education",Spanish,Universidad Nacional de Colombia,Colombia,Universidad Nacional de Colombia,,CC BY-NC-SA,,https://revistas.unal.edu.co/index.php/novum/about/editorialPolicies#openAccessPolicy,Yes,https://revistas.unal.edu.co/index.php/novum/article/view/80109/73634,Yes,https://revistas.unal.edu.co/index.php/novum/about/editorialPolicies#openAccessPolicy,Double blind peer review,https://revistas.unal.edu.co/index.php/novum/about/editorialPolicies#peerReviewProcess,Yes,https://revistas.unal.edu.co/index.php/novum/about/editorialPolicies#custom-0,https://revistas.unal.edu.co/index.php/novum/about/editorialPolicies#focusAndScope,https://revistas.unal.edu.co/index.php/novum/about/editorialTeam,https://revistas.unal.edu.co/index.php/novum/about/editorialPolicies#custom-0,20,No,https://revistas.unal.edu.co/index.php/novum/about/editorialPolicies#openAccessPolicy,,No,,No,https://revistas.unal.edu.co/index.php/novum/about/editorialPolicies#openAccessPolicy,,,,,,,,,Yes,https://revistas.unal.edu.co/index.php/novum/about/editorialPolicies#openAccessPolicy,,,H|H1-99,Social Sciences: Social sciences (General),No,2020-04-07T16:56:46Z,2020-04-07T16:56:46Z,161,2022-01-12T21:47:42Z
